latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
7.09902,-11.52782,317.39,1,1,2023-04-10,1427,A,0,6.1NRT,284.71,7.91,D
7.22258,-10.73482,332.14,1.01,1,2023-04-10,1427,A,85,6.1NRT,292.67,25.75,D
7.22129,-10.74378,314.17,1.01,1,2023-04-10,1427,A,49,6.1NRT,290.36,6.58,D
7.10923,-11.5202,353.76,1,1,2023-04-10,1427,A,80,6.1NRT,282.74,62.76,D
7.10534,-11.54704,361.27,1,1,2023-04-10,1427,A,94,6.1NRT,285.52,83.27,D
7.19417,-10.99532,315.31,1,1,2023-04-10,1427,A,52,6.1NRT,288.16,7.68,D
7.19512,-11.11957,311.24,1,1,2023-04-10,1427,A,35,6.1NRT,286.46,4.71,D
7.19384,-11.12848,315.73,1,1,2023-04-10,1427,A,65,6.1NRT,287.28,8.06,D
7.18741,-11.17305,354.71,1,1,2023-04-10,1427,A,92,6.1NRT,287.72,66.97,D
7.18612,-11.18196,320.88,1,1,2023-04-10,1427,A,69,6.1NRT,285.92,12.31,D
7.12004,-11.63735,336.82,1.01,1,2023-04-10,1427,A,88,6.1NRT,278.89,34.05,D
7.22071,-11.00495,312.42,1,1,2023-04-10,1427,A,47,6.1NRT,289.4,6.47,D
7.21035,-11.14002,333.42,1,1,2023-04-10,1427,A,86,6.1NRT,290.1,25.41,D
7.23209,-11.05217,320.22,1,1,2023-04-10,1427,A,63,6.1NRT,284.1,12.94,D
7.22685,-11.15155,332.28,1,1,2023-04-10,1427,A,85,6.1NRT,288.82,23.04,D
7.22557,-11.16046,331.89,1,1,2023-04-10,1427,A,80,6.1NRT,288.33,22.64,D
7.2485,-11.12743,340.22,1,1,2023-04-10,1427,A,90,6.1NRT,289.24,35.98,D
7.24722,-11.13634,340.81,1,1,2023-04-10,1427,A,85,6.1NRT,289.67,36.58,D
7.2292,-11.26113,321.27,1,1,2023-04-10,1427,A,64,6.1NRT,288.58,11.45,D
7.22791,-11.27005,339.31,1,1,2023-04-10,1427,A,68,6.1NRT,289.22,34.98,D
7.37864,-10.48502,330.55,1.02,1.01,2023-04-10,1427,A,81,6.1NRT,298.58,22.14,D
7.26052,-11.30863,335.87,1,1,2023-04-10,1427,A,82,6.1NRT,292.55,29.55,D
7.38631,-10.49537,358.2,1.01,1.01,2023-04-10,1427,A,99,6.1NRT,295.26,74.91,D
7.38502,-10.50444,318.32,1.01,1.01,2023-04-10,1427,A,46,6.1NRT,294.91,8.44,D
7.25391,-11.41698,336.74,1,1,2023-04-10,1427,A,83,6.1NRT,289.35,30.13,D
7.25262,-11.42591,352.56,1,1,2023-04-10,1427,A,73,6.1NRT,289.95,60.82,D
7.21225,-11.70333,344.78,1.01,1,2023-04-10,1427,A,93,6.1NRT,279.15,46.56,D
7.21094,-11.71231,322.73,1.01,1,2023-04-10,1427,A,66,6.1NRT,278.46,14.48,D
7.26281,-11.4183,351.02,1,1,2023-04-10,1427,A,72,6.1NRT,286.96,56.72,D
7.34232,-11.05668,324.68,1,1,2023-04-10,1427,A,78,6.1NRT,290.83,15.78,D
7.40394,-10.69136,310.44,1.01,1,2023-04-10,1427,A,19,6.1NRT,289.03,4.09,D
7.23594,-11.85398,310.86,1.01,1.01,2023-04-10,1427,A,0,6.1NRT,276.84,5.66,D
7.36398,-11.03254,328.26,1,1,2023-04-10,1427,A,82,6.1NRT,288.25,19.49,D
7.36269,-11.04146,351.95,1,1,2023-04-10,1427,A,96,6.1NRT,290.05,58.52,D
8.31984,-4.24365,328.36,2.55,1.54,2023-04-10,1427,A,82,6.1NRT,287.35,79.84,D
7.41091,-11.02697,322.23,1,1,2023-04-10,1427,A,65,6.1NRT,291.62,12.65,D
7.40962,-11.03589,340.1,1,1,2023-04-10,1427,A,90,6.1NRT,292.53,36.45,D
7.50856,-10.40795,316,1.02,1.01,2023-04-10,1427,A,66,6.1NRT,296.56,7.6,D
7.43365,-11.12143,315.72,1,1,2023-04-10,1427,A,65,6.1NRT,291.21,7.96,D
7.40018,-11.35328,353.96,1,1,2023-04-10,1427,A,73,6.1NRT,289.98,64.98,D
7.39889,-11.3622,319.32,1,1,2023-04-10,1427,A,62,6.1NRT,290.99,10.53,D
7.43869,-11.14949,319.36,1,1,2023-04-10,1427,A,71,6.1NRT,290.09,10.41,D
7.4374,-11.15841,325.44,1,1,2023-04-10,1427,A,79,6.1NRT,291.6,16.9,D
7.39617,-11.44383,315.64,1,1,2023-04-10,1427,A,59,6.1NRT,292.75,6.53,D
7.39488,-11.45276,318.12,1,1,2023-04-10,1427,A,69,6.1NRT,291.55,8.67,D
7.47796,-11.01602,317.09,1,1,2023-04-10,1427,A,67,6.1NRT,291.65,9.3,D
7.47274,-11.11549,323.67,1,1,2023-04-10,1427,A,54,6.1NRT,290.11,13.69,D
7.47146,-11.12441,326.78,1,1,2023-04-10,1427,A,80,6.1NRT,290.86,17.49,D
7.45217,-11.25816,311.68,1,1,2023-04-10,1427,A,19,6.1NRT,288.21,4.74,D
7.48421,-11.09897,316.18,1,1,2023-04-10,1427,A,41,6.1NRT,288.34,6.7,D
7.48292,-11.10789,315.06,1,1,2023-04-10,1427,A,10,6.1NRT,288.21,5.45,D
7.47778,-11.14357,337.04,1,1,2023-04-10,1427,A,76,6.1NRT,288.95,31.4,D
7.51878,-10.92163,313.58,1,1,2023-04-10,1427,A,59,6.1NRT,292.45,5.35,D
7.5175,-10.93057,316.46,1,1,2023-04-10,1427,A,66,6.1NRT,293.55,7.76,D
7.53925,-10.84236,317.24,1,1,2023-04-10,1427,A,68,6.1NRT,292.8,9.34,D
7.48786,-11.19969,336.39,1,1,2023-04-10,1427,A,76,6.1NRT,289.29,30.94,D
7.48014,-11.25319,323.08,1,1,2023-04-10,1427,A,72,6.1NRT,290.21,14.28,D
7.47756,-11.27102,337.04,1,1,2023-04-10,1427,A,76,6.1NRT,289.69,31.71,D
7.45434,-11.43156,334.03,1,1,2023-04-10,1427,A,86,6.1NRT,292.74,24.84,D
7.46323,-11.43288,337.8,1,1,2023-04-10,1427,A,88,6.1NRT,294.44,30.71,D
7.52879,-11.04174,319.01,1,1,2023-04-10,1427,A,34,6.1NRT,290.76,9.38,D
7.51723,-11.12205,315.35,1,1,2023-04-10,1427,A,36,6.1NRT,291.74,6.53,D
7.51594,-11.13097,317.31,1,1,2023-04-10,1427,A,64,6.1NRT,291.09,8.15,D
7.54541,-10.98945,317.4,1,1,2023-04-10,1427,A,56,6.1NRT,292.8,8.38,D
7.54413,-10.99838,324.71,1,1,2023-04-10,1427,A,69,6.1NRT,292.83,15.23,D
7.49523,-11.33738,316.8,1,1,2023-04-10,1427,A,37,6.1NRT,287.36,7.54,D
7.49394,-11.3463,338.95,1,1,2023-04-10,1427,A,89,6.1NRT,288.86,34.22,D
7.49265,-11.35522,361.6,1,1,2023-04-10,1427,A,100,6.1NRT,290.84,82.61,D
7.47716,-11.46229,354.35,1,1,2023-04-10,1427,A,97,6.1NRT,292.34,63.5,D
7.47586,-11.47122,361.79,1,1,2023-04-10,1427,A,100,6.1NRT,293.65,82.81,D
7.50928,-11.30302,316.67,1,1,2023-04-10,1427,A,39,6.1NRT,288.36,7.25,D
7.50799,-11.31194,314.5,1,1,2023-04-10,1427,A,20,6.1NRT,288.56,5.68,D
7.50155,-11.35653,322.01,1,1,2023-04-10,1427,A,75,6.1NRT,287.96,12.47,D
7.47959,-11.50827,315.97,1,1,2023-04-10,1427,A,46,6.1NRT,292.42,6.59,D
7.4885,-11.50958,360.48,1,1,2023-04-10,1427,A,94,6.1NRT,292.68,79.66,D
7.56298,-11.06155,317.36,1,1,2023-04-10,1427,A,67,6.1NRT,292.37,8.49,D
7.55785,-11.09727,334.16,1,1,2023-04-10,1427,A,75,6.1NRT,291.83,27.94,D
7.55657,-11.10618,333.89,1,1,2023-04-10,1427,A,74,6.1NRT,292.12,27.78,D
7.52699,-11.31132,318.75,1,1,2023-04-10,1427,A,53,6.1NRT,289.28,9.68,D
7.51537,-11.3916,316.95,1,1,2023-04-10,1427,A,62,6.1NRT,290.6,8.16,D
7.51408,-11.40052,318.47,1,1,2023-04-10,1427,A,69,6.1NRT,290.04,9.09,D
7.54233,-11.26804,324.03,1,1,2023-04-10,1427,A,77,6.1NRT,292.12,15,D
7.53717,-11.30372,327.77,1,1,2023-04-10,1427,A,67,6.1NRT,289.63,18.22,D
7.53588,-11.31264,338.17,1,1,2023-04-10,1427,A,77,6.1NRT,290.88,33.23,D
7.50595,-11.58182,339.51,1,1,2023-04-10,1427,A,84,6.1NRT,284.36,36.55,D
7.50465,-11.59077,343.5,1,1,2023-04-10,1427,A,80,6.1NRT,282.65,43.55,D
7.58968,-11.06547,319.93,1,1,2023-04-10,1427,A,71,6.1NRT,292.28,9.95,D
7.57427,-11.17257,313.7,1,1,2023-04-10,1427,A,55,6.1NRT,291.17,4.5,D
7.54206,-11.39555,313.32,1,1,2023-04-10,1427,A,44,6.1NRT,288.28,4.22,D
7.54077,-11.40447,317.21,1,1,2023-04-10,1427,A,63,6.1NRT,288.55,7.49,D
7.53431,-11.4491,316.85,1,1,2023-04-10,1427,A,35,6.1NRT,289.79,5.35,D
7.54062,-11.46827,328.92,1,1,2023-04-10,1427,A,81,6.1NRT,293.21,16.96,D
7.53803,-11.48613,355.2,1,1,2023-04-10,1427,A,97,6.1NRT,292.53,65.44,D
7.53673,-11.49507,327.97,1,1,2023-04-10,1427,A,81,6.1NRT,294.17,17.89,D
7.52896,-11.54868,356.83,1,1,2023-04-10,1427,A,98,6.1NRT,288.49,70.84,D
7.52766,-11.55762,328.89,1,1,2023-04-10,1427,A,81,6.1NRT,284.4,20.48,D
7.61262,-11.03238,350.75,1,1,2023-04-10,1427,A,95,6.1NRT,295.61,56.43,D
7.61767,-11.06047,318.28,1,1,2023-04-10,1427,A,56,6.1NRT,294.46,7.42,D
7.561,-11.45304,368.46,1,1,2023-04-10,1427,A,94,6.1NRT,293.08,102.06,D
7.55971,-11.46196,390.33,1,1,2023-04-10,1427,A,75,6.1NRT,294.54,190.08,D
7.62657,-11.06179,317.42,1,1,2023-04-10,1427,A,58,6.1NRT,294.33,6.91,D
7.5699,-11.45434,341.27,1,1,2023-04-10,1427,A,68,6.1NRT,288.54,36.5,D
7.4477,-12.29425,314.12,1.03,1.01,2023-04-10,1427,A,55,6.1NRT,281.85,6.71,D
7.58655,-11.40212,326.99,1,1,2023-04-10,1427,A,69,6.1NRT,289.24,16.71,D
7.58526,-11.41104,352.06,1,1,2023-04-10,1427,A,73,6.1NRT,289.87,58.76,D
7.5581,-11.59869,317.18,1,1,2023-04-10,1427,A,66,6.1NRT,284.22,9.33,D
7.63491,-11.2063,315.72,1,1,2023-04-10,1427,A,27,6.1NRT,291.54,5.27,D
7.59879,-11.45606,325.21,1,1,2023-04-10,1427,A,66,6.1NRT,289.45,14.51,D
7.5975,-11.46499,325.86,1,1,2023-04-10,1427,A,68,6.1NRT,290.5,15.6,D
7.58192,-11.57219,326.59,1,1,2023-04-10,1427,A,68,6.1NRT,283.52,18.16,D
7.58062,-11.58113,354.4,1,1,2023-04-10,1427,A,84,6.1NRT,284.49,66.27,D
7.63093,-11.2968,336.26,1,1,2023-04-10,1427,A,71,6.1NRT,293.57,28.93,D
7.62964,-11.30572,327.13,1,1,2023-04-10,1427,A,65,6.1NRT,293.76,17.3,D
7.5841,-11.68224,354.04,1,1,2023-04-10,1427,A,97,6.1NRT,292.97,62.47,D
7.5828,-11.6912,321.22,1.01,1,2023-04-10,1427,A,45,6.1NRT,292.2,9.77,D
7.54996,-11.91598,317.83,1.01,1.01,2023-04-10,1427,A,41,6.1NRT,292.01,7.69,D
7.75927,-10.52823,321.64,1.02,1.01,2023-04-10,1427,A,73,6.1NRT,289.79,13.49,D
7.75798,-10.5373,320.95,1.02,1.01,2023-04-10,1427,A,72,6.1NRT,292.42,12.91,D
7.60993,-11.56722,333.7,1,1,2023-04-10,1427,A,80,6.1NRT,288.82,27.26,D
7.59562,-11.66564,348.93,1,1,2023-04-10,1427,A,82,6.1NRT,290.5,50.47,D
7.59432,-11.6746,344.74,1,1,2023-04-10,1427,A,80,6.1NRT,291.42,40.93,D
7.64472,-11.38994,349.96,1,1,2023-04-10,1427,A,95,6.1NRT,293.77,54.32,D
7.63955,-11.42563,322.1,1,1,2023-04-10,1427,A,74,6.1NRT,291.5,10.85,D
7.59279,-11.74766,322.43,1.01,1,2023-04-10,1427,A,60,6.1NRT,293.69,10.93,D
7.58101,-11.82854,344.28,1.01,1,2023-04-10,1427,A,92,6.1NRT,294.52,42.39,D
7.5797,-11.83753,382.52,1.01,1,2023-04-10,1427,A,100,6.1NRT,296.83,157.15,D
7.71922,-10.93599,329.94,1,1,2023-04-10,1427,A,82,6.1NRT,292.31,20.89,D
7.64845,-11.42695,333.52,1,1,2023-04-10,1427,A,80,6.1NRT,290.12,24.15,D
7.60954,-11.69517,316.37,1.01,1,2023-04-10,1427,A,36,6.1NRT,287.28,5.84,D
7.58469,-11.86589,317.91,1.01,1,2023-04-10,1427,A,17,6.1NRT,292.96,7.06,D
7.68828,-11.21418,321.48,1,1,2023-04-10,1427,A,63,6.1NRT,294.25,10.98,D
7.68699,-11.22309,319.33,1,1,2023-04-10,1427,A,60,6.1NRT,292.13,8.69,D
7.68055,-11.26769,326.83,1,1,2023-04-10,1427,A,0,6.1NRT,295.22,16.29,D
7.64054,-11.54436,316.2,1,1,2023-04-10,1427,A,58,6.1NRT,289.74,8.1,D
7.63924,-11.5533,319.03,1,1,2023-04-10,1427,A,69,6.1NRT,289.44,10.77,D
7.61325,-11.73237,349.99,1.01,1,2023-04-10,1427,A,95,6.1NRT,293.83,51.68,D
7.61194,-11.74134,361.91,1.01,1,2023-04-10,1427,A,100,6.1NRT,294.75,81.35,D
7.75378,-10.82209,324.1,1.01,1,2023-04-10,1427,A,46,6.1NRT,292.99,13.56,D
7.74605,-10.87591,316.17,1,1,2023-04-10,1427,A,63,6.1NRT,293.56,8.02,D
7.71003,-11.12626,316.72,1,1,2023-04-10,1427,A,21,6.1NRT,290.74,6.12,D
7.60518,-11.85054,320.05,1.01,1,2023-04-10,1427,A,49,6.1NRT,292.97,8.66,D
7.50219,-12.55523,327.31,1.05,1.02,2023-04-10,1427,A,76,6.1NRT,288.52,17.79,D
7.76399,-10.81442,334.98,1.01,1,2023-04-10,1427,A,86,6.1NRT,292.23,27.31,D
7.7627,-10.82339,324.66,1.01,1,2023-04-10,1427,A,35,6.1NRT,292.4,13.71,D
7.6803,-11.39521,324.09,1,1,2023-04-10,1427,A,76,6.1NRT,291.54,13.76,D
7.67901,-11.40413,319.33,1,1,2023-04-10,1427,A,69,6.1NRT,288.91,9.02,D
7.66998,-11.46661,333.98,1,1,2023-04-10,1427,A,48,6.1NRT,294.54,22.38,D
7.60494,-11.91497,328.74,1.01,1.01,2023-04-10,1427,A,70,6.1NRT,292.77,18.54,D
7.71882,-11.19135,337.21,1,1,2023-04-10,1427,A,83,6.1NRT,295.08,30.53,D
7.70209,-11.30731,343.39,1,1,2023-04-10,1427,A,92,6.1NRT,295.5,41.84,D
7.70079,-11.31623,342.02,1,1,2023-04-10,1427,A,91,6.1NRT,295.09,38.82,D
7.68275,-11.44114,345.26,1,1,2023-04-10,1427,A,87,6.1NRT,293.64,43.52,D
7.67758,-11.47685,346.55,1,1,2023-04-10,1427,A,93,6.1NRT,294.59,43.86,D
7.76868,-10.91233,335.52,1,1,2023-04-10,1427,A,82,6.1NRT,292.14,29.04,D
7.70188,-11.37681,329.83,1,1,2023-04-10,1427,A,46,6.1NRT,291.97,18.65,D
7.69024,-11.45714,320.4,1,1,2023-04-10,1427,A,55,6.1NRT,290.08,9.55,D
7.68895,-11.46606,331.25,1,1,2023-04-10,1427,A,72,6.1NRT,293.1,21.4,D
7.68765,-11.47499,327.57,1,1,2023-04-10,1427,A,67,6.1NRT,290.63,15.54,D
7.68506,-11.49285,354.71,1,1,2023-04-10,1427,A,97,6.1NRT,291.22,63.93,D
7.64597,-11.76137,319.47,1.01,1,2023-04-10,1427,A,41,6.1NRT,293.14,7.82,D
7.64466,-11.77035,316.94,1.01,1,2023-04-10,1427,A,55,6.1NRT,292.31,6.65,D
7.78015,-10.89573,345.81,1,1,2023-04-10,1427,A,88,6.1NRT,292.8,46.94,D
7.69526,-11.48524,342.32,1,1,2023-04-10,1427,A,91,6.1NRT,290.74,39.06,D
7.69396,-11.49417,380.84,1,1,2023-04-10,1427,A,94,6.1NRT,292.28,148.28,D
7.69267,-11.5031,365.22,1,1,2023-04-10,1427,A,75,6.1NRT,288.18,92.98,D
7.65751,-11.74476,324.04,1.01,1,2023-04-10,1427,A,75,6.1NRT,293.58,12.63,D
7.6562,-11.75373,328.89,1.01,1,2023-04-10,1427,A,80,6.1NRT,294.51,17.92,D
7.72483,-11.34375,345.81,1,1,2023-04-10,1427,A,88,6.1NRT,293.17,43.95,D
7.71192,-11.43299,320.68,1,1,2023-04-10,1427,A,67,6.1NRT,292.11,10.75,D
7.71063,-11.44191,342.91,1,1,2023-04-10,1427,A,79,6.1NRT,291.79,40.52,D
7.70658,-11.53254,343.21,1,1,2023-04-10,1427,A,86,6.1NRT,287.91,42.27,D
7.6975,-11.59512,317.57,1,1,2023-04-10,1427,A,61,6.1NRT,285.2,9.16,D
7.6962,-11.60406,313.85,1,1,2023-04-10,1427,A,46,6.1NRT,285.17,5.94,D
7.68187,-11.70257,330.9,1,1,2023-04-10,1427,A,72,6.1NRT,291.78,21.91,D
7.74391,-11.33745,344.35,1,1,2023-04-10,1427,A,92,6.1NRT,296.04,41.77,D
7.73229,-11.41777,325.5,1,1,2023-04-10,1427,A,67,6.1NRT,290.28,15.31,D
7.66066,-11.91066,317.59,1.01,1.01,2023-04-10,1427,A,41,6.1NRT,292.48,6.15,D
7.75022,-11.35661,328.42,1,1,2023-04-10,1427,A,63,6.1NRT,294.83,16.4,D
7.71271,-11.61566,370,1,1,2023-04-10,1427,A,87,6.1NRT,285.41,109.39,D
7.71141,-11.6246,326.03,1,1,2023-04-10,1427,A,0,6.1NRT,280.6,17.16,D
7.6801,-11.83992,325.7,1.01,1,2023-04-10,1427,A,67,6.1NRT,290.75,13.04,D
7.67879,-11.84892,324.12,1.01,1,2023-04-10,1427,A,51,6.1NRT,295.08,11.45,D
7.67091,-11.90297,344,1.01,1.01,2023-04-10,1427,A,80,6.1NRT,293.24,40.07,D
7.6696,-11.91199,342.69,1.01,1.01,2023-04-10,1427,A,79,6.1NRT,293.08,38.12,D
8.12333,-8.78885,318,1.19,1.08,2023-04-10,1427,A,64,6.1NRT,289.26,10.63,D
7.7008,-11.76036,316.77,1.01,1,2023-04-10,1427,A,60,6.1NRT,291.6,5.91,D
7.68903,-11.84124,328.36,1.01,1,2023-04-10,1427,A,67,6.1NRT,295.4,16.45,D
7.68772,-11.85025,328.79,1.01,1,2023-04-10,1427,A,70,6.1NRT,294.83,16.98,D
7.76801,-11.35924,330.09,1,1,2023-04-10,1427,A,50,6.1NRT,292.98,17.01,D
7.74865,-11.49315,319.57,1,1,2023-04-10,1427,A,63,6.1NRT,289.54,8.64,D
7.7045,-11.7976,338,1.01,1,2023-04-10,1427,A,88,6.1NRT,294.88,31.67,D
7.70319,-11.80659,318.64,1.01,1,2023-04-10,1427,A,61,6.1NRT,294.18,7.97,D
7.70189,-11.81559,322.51,1.01,1,2023-04-10,1427,A,70,6.1NRT,293.8,11.51,D
7.69666,-11.85157,330.45,1.01,1,2023-04-10,1427,A,72,6.1NRT,293.68,19.49,D
8.1486,-8.74904,323.38,1.2,1.09,2023-04-10,1427,A,70,6.1NRT,290.03,16.31,D
7.7782,-11.35164,351.92,1,1,2023-04-10,1427,A,96,6.1NRT,292.39,55.56,D
7.76917,-11.41411,331.89,1,1,2023-04-10,1427,A,83,6.1NRT,293.84,22.67,D
7.76788,-11.42303,321.12,1,1,2023-04-10,1427,A,51,6.1NRT,294.1,10.07,D
7.75496,-11.51233,336.35,1,1,2023-04-10,1427,A,87,6.1NRT,288.65,28.01,D
7.75367,-11.52126,326.96,1,1,2023-04-10,1427,A,77,6.1NRT,286.25,16.67,D
7.75238,-11.5302,343.96,1,1,2023-04-10,1427,A,92,6.1NRT,287.07,43.53,D
7.74332,-11.59279,313.64,1,1,2023-04-10,1427,A,45,6.1NRT,279.87,6.4,D
7.74202,-11.60173,334.03,1,1,2023-04-10,1427,A,85,6.1NRT,282.97,28.91,D
7.73684,-11.63753,374.21,1,1,2023-04-10,1427,A,75,6.1NRT,281.09,125.83,D
7.71342,-11.79893,346.29,1.01,1,2023-04-10,1427,A,93,6.1NRT,293.44,46.24,D
7.71212,-11.80793,327.31,1.01,1,2023-04-10,1427,A,79,6.1NRT,294.08,16.55,D
7.78709,-11.35295,354.01,1,1,2023-04-10,1427,A,97,6.1NRT,291.49,60.95,D
7.76257,-11.52258,335.69,1,1,2023-04-10,1427,A,75,6.1NRT,287.3,28.84,D
7.76128,-11.53151,340.96,1,1,2023-04-10,1427,A,68,6.1NRT,282.71,38.21,D
7.7561,-11.56726,360.14,1,1,2023-04-10,1427,A,87,6.1NRT,284.44,81.27,D
7.69618,-11.98055,319.83,1.01,1.01,2023-04-10,1427,A,59,6.1NRT,289.19,9.9,D
7.80208,-11.32528,327.16,1,1,2023-04-10,1427,A,69,6.1NRT,293.61,15.46,D
7.79305,-11.38774,341.95,1,1,2023-04-10,1427,A,90,6.1NRT,294.98,37.72,D
7.79047,-11.40558,326.97,1,1,2023-04-10,1427,A,52,6.1NRT,294.13,15.38,D
7.78789,-11.42343,323.03,1,1,2023-04-10,1427,A,63,6.1NRT,293.75,12.63,D
7.78013,-11.47699,327.17,1,1,2023-04-10,1427,A,36,6.1NRT,291.49,16.75,D
7.67472,-12.19718,318.39,1.02,1.01,2023-04-10,1427,A,48,6.1NRT,290.61,7.71,D
7.79161,-11.46045,387.53,1,1,2023-04-10,1427,A,87,6.1NRT,293.2,176.81,D
7.79032,-11.46938,374.74,1,1,2023-04-10,1427,A,87,6.1NRT,292.71,123.23,D
7.75914,-11.68391,322.51,1,1,2023-04-10,1427,A,34,6.1NRT,286.47,10.72,D
7.75131,-11.73766,338.42,1.01,1,2023-04-10,1427,A,83,6.1NRT,286.41,31.1,D
7.68908,-12.16208,325.95,1.02,1.01,2023-04-10,1427,A,76,6.1NRT,290.22,16.24,D
7.68505,-12.18941,341.38,1.02,1.01,2023-04-10,1427,A,85,6.1NRT,288.82,37.61,D
7.68371,-12.19853,372.28,1.02,1.01,2023-04-10,1427,A,87,6.1NRT,289.09,118.56,D
7.77587,-11.63153,319.36,1,1,2023-04-10,1427,A,64,6.1NRT,284.53,11.51,D
7.77457,-11.64048,320.98,1,1,2023-04-10,1427,A,61,6.1NRT,282.69,12.73,D
7.8107,-11.45416,329.37,1,1,2023-04-10,1427,A,61,6.1NRT,291.7,20.4,D
7.79516,-11.56132,320.92,1,1,2023-04-10,1427,A,70,6.1NRT,284.99,12.92,D
7.79386,-11.57026,321.34,1,1,2023-04-10,1427,A,67,6.1NRT,285.68,13.22,D
7.76653,-11.75825,350.33,1.01,1,2023-04-10,1427,A,83,6.1NRT,290.63,52.18,D
7.73894,-11.9472,337.96,1.01,1.01,2023-04-10,1427,A,83,6.1NRT,291.69,31.66,D
7.73762,-11.95621,335.07,1.01,1.01,2023-04-10,1427,A,85,6.1NRT,292.74,27.08,D
7.71373,-12.11925,316.89,1.02,1.01,2023-04-10,1427,A,54,6.1NRT,285.56,7.76,D
7.8325,-11.36623,338.91,1,1,2023-04-10,1427,A,84,6.1NRT,292.77,32.35,D
7.83121,-11.37515,329.26,1,1,2023-04-10,1427,A,68,6.1NRT,291.66,18.48,D
7.80536,-11.55371,344.56,1,1,2023-04-10,1427,A,80,6.1NRT,284.24,44.16,D
7.72271,-12.12059,330.45,1.02,1.01,2023-04-10,1427,A,77,6.1NRT,288.25,21.9,D
7.72137,-12.12969,327.92,1.02,1.01,2023-04-10,1427,A,79,6.1NRT,290.55,18.14,D
7.83495,-11.41217,326.79,1,1,2023-04-10,1427,A,78,6.1NRT,294.18,16.79,D
7.83365,-11.42109,326.08,1,1,2023-04-10,1427,A,78,6.1NRT,292.78,16.16,D
7.8992,-11.0295,323.19,1,1,2023-04-10,1427,A,65,6.1NRT,296.45,12.21,D
7.84384,-11.41348,350.99,1,1,2023-04-10,1427,A,90,6.1NRT,291.18,56.91,D
7.82057,-11.57423,314.5,1,1,2023-04-10,1427,A,53,6.1NRT,283.71,7.04,D
7.79197,-11.77121,339.43,1.01,1,2023-04-10,1427,A,0,6.1NRT,289.33,32.9,D
7.90939,-11.02186,320.03,1,1,2023-04-10,1427,A,52,6.1NRT,295.06,9.22,D
7.78914,-11.85343,321.06,1.01,1,2023-04-10,1427,A,50,6.1NRT,294.09,10.84,D
7.99069,-10.51858,312.8,1.02,1.01,2023-04-10,1427,A,36,6.1NRT,291.15,5.24,D
7.99837,-10.52898,322.24,1.02,1.01,2023-04-10,1427,A,74,6.1NRT,292.05,14.2,D
7.82263,-11.74829,324.4,1.01,1,2023-04-10,1427,A,54,6.1NRT,289.75,14.67,D
7.85469,-11.59413,317.45,1,1,2023-04-10,1427,A,46,6.1NRT,285.18,9.63,D
7.84167,-11.6836,329.21,1,1,2023-04-10,1427,A,61,6.1NRT,283.32,22.57,D
7.84037,-11.69256,324.74,1,1,2023-04-10,1427,A,62,6.1NRT,285.6,16.15,D
7.8286,-11.77324,361.49,1.01,1,2023-04-10,1427,A,71,6.1NRT,290.06,82.55,D
7.82467,-11.80016,333.93,1.01,1,2023-04-10,1427,A,62,6.1NRT,289.86,23.17,D
7.78366,-12.07978,326.39,1.02,1.01,2023-04-10,1427,A,72,6.1NRT,290.86,16.04,D
7.78232,-12.08886,326.15,1.02,1.01,2023-04-10,1427,A,76,6.1NRT,292.16,16.23,D
7.85449,-11.65807,328.37,1,1,2023-04-10,1427,A,79,6.1NRT,283.01,22.3,D
7.83359,-11.80149,370.85,1.01,1,2023-04-10,1427,A,0,6.1NRT,288.13,109.88,D
7.77925,-12.17201,320.34,1.02,1.01,2023-04-10,1427,A,43,6.1NRT,291.9,8.49,D
7.832,-11.87475,338.95,1.01,1,2023-04-10,1427,A,88,6.1NRT,292.65,30.21,D
7.80956,-12.02812,352.18,1.01,1.01,2023-04-10,1427,A,96,6.1NRT,292.33,57.42,D
7.97288,-10.96368,332.38,1,1,2023-04-10,1427,A,84,6.1NRT,294.28,23.86,D
7.9716,-10.97264,327.55,1,1,2023-04-10,1427,A,79,6.1NRT,294.92,18.02,D
7.81718,-12.0385,341.87,1.01,1.01,2023-04-10,1427,A,90,6.1NRT,292.52,36.28,D
7.7905,-12.22031,401.47,1.02,1.01,2023-04-10,1427,A,75,6.1NRT,293.05,260.49,D
7.77299,-12.3393,323.04,1.03,1.01,2023-04-10,1427,A,47,6.1NRT,292.99,11.55,D
7.98051,-10.97394,317.11,1,1,2023-04-10,1427,A,63,6.1NRT,292.35,7.75,D
7.86819,-11.75164,324.88,1.01,1,2023-04-10,1427,A,75,6.1NRT,281.35,16.85,D
7.81951,-12.08515,328.09,1.02,1.01,2023-04-10,1427,A,76,6.1NRT,293.82,16.91,D
7.81685,-12.10329,327.85,1.02,1.01,2023-04-10,1427,A,78,6.1NRT,294.11,17.12,D
7.97913,-11.04691,316.15,1,1,2023-04-10,1427,A,50,6.1NRT,294.32,6.8,D
7.91086,-11.5203,317.88,1,1,2023-04-10,1427,A,48,6.1NRT,292.91,7.11,D
7.89661,-11.61863,328.57,1,1,2023-04-10,1427,A,80,6.1NRT,283.21,19.91,D
7.88622,-11.69022,316.99,1,1,2023-04-10,1427,A,42,6.1NRT,277.87,9.96,D
